ID,MIASTO,KOD_POCZTOWY,ULICA,NR_BUDYNKU,NR_LOKALU
9108,Antoniówka,53-714,Ulanska,870,79
9109,Antolka,95-869,Zielone Wzgorze,409,
9110,Barcino,42-849,Jarzebinowa,294,29
9111,Gorzuchy,53-218,Malownicza,378,
9112,Kupno,40-208,Zurawinowa,410,
9113,Lamk,21-857,Dworcowa,553,67
9114,Lamki,48-341,Nasturcji,852,65
9115,Grabianów,87-141,Czeremchowa,176,
9116,Kupinin,88-701,Bajkowa,996,22
9117,Antoniewice,77-394,Gajowa,141,26
9118,Kupowo,11-194,Mlynska,173,
9119,Kramarka,98-469,Wakacyjna,890,47
9120,Kranów,48-906,Gerberowa,616,
9121,Baraki,13-377,Deszczowa,888,
9122,Bachorzewo,98-383,Krotka,195,
9123,Baranówko,17-458,Wrzesniowa,830,
9124,Rogazy,91-259,Zytnia,248,50
9125,Bacze,36-191,Tulipanow,658,0
9126,Rogieniczki,31-359,Slaska,32,
9127,Baczyn,39-505,Dworcowa,364,
9128,Baldwinowice,15-742,Gerberowa,170,78
9129,Bagdad,22-271,Macierzy,250,
9130,Kramkówka,85-944,Podmiejska,420,
9131,Gorzycko,58-667,Rzemieslnicza,779,
9132,Lamk,38-611,Truskawkowa,52,
9133,Barciszewo,38-666,Jasminowa,31,18
9134,Bagienice,12-902,Nasturcji,651,84
9135,Lubczyna,24-895,Liliowa,116,
9136,Lubatówka,31-597,Slaska,542,
9137,Barany,63-873,Rubinowa,788,29
9138,Kupna,19-237,Slupska,733,70
9139,Bajkowizna,76-490,Ksiezycowa,931,
9140,Barankowo,55-189,Kasztanowa,108,57
9141,Laski,75-431,Skowronkow,214,
9142,Adaminowo,55-431,Szpitalna,398,69
9143,Laskowizna,37-148,Zalesie,46,
9144,Bajdyty,42-171,Gozdzikow,147,40
9145,Bachlawa,88-902,Panoramiczna,613,60
9146,Lubenka,25-896,Kasztanowa,34,30
9147,Godziszewo,30-517,Jezynowa,181,28
9148,Bagienice,87-600,Brzoskwiniowa,918,
9149,Gorzkowice,21-151,Tychowska,822,
9150,Bachlawa,97-264,Zlotych Klosow,743,92
9151,Laryszów,68-528,Slonecznikow,813,14
9152,Adamowo,11-372,Zakole,644,
9153,Bagna,91-708,Gęsia,262,
9154,Bagienko,50-644,Tatarakow,145,
9155,Rogiedle,89-404,Gajowa,865,80
9156,Lubenka,73-907,Zielone Wzgorze,516,10
9157,Antonów,94-615,Spacerowa,182,
9158,Banino,51-434,Szafirkow,336,
9159,Balewko,14-168,Torfowa,507,21
9160,Kramnik,91-952,Slowianska,534,44
9161,Baranówka,97-549,Wedrowna,447,81
9162,Leszczynek,51-654,Zwyciestwa,581,
9163,Rogi,10-300,Bliska,889,
9164,Adamówka,30-150,Wiazowa,157,
9165,Lubatówka,16-242,Letnia,396,92
9166,Godziszewo,44-362,Wypoczynkowa,515,
9167,Lanckorona,95-151,Slupska,56,
9168,Barankowo,24-786,Irysow,995,20
9169,Lalin,24-273,Mirtowa,853,81
9170,Bagno,29-139,Kwiatowa,347,24
9171,Bale,57-595,Lesna,555,88
9172,Grabce,99-162,Zwirowa,237,
9173,Balbinów,25-940,Lakowa,36,
9174,Gorzkowiczki,63-364,Owsiana,828,
9175,Barcinek,41-843,Jodlowa,968,
9176,Grabarka,75-113,Golebia,234,
9177,Laskownica,74-685,Swiatowida,880,
9178,Bagny,35-669,Liliowa,967,81
9179,Kupiatycze,25-693,Jasna,263,
9180,Adamczowice,15-186,Szeroka,219,
9181,Langanki,10-391,Gwiezdna,882,10
9182,Abramowice,50-183,Jesionowa,108,11
9183,Balcerów,86-876,Lesna,350,
9184,Bajtkowo,25-647,Swiatowida,921,
9185,Gorzkowice,55-414,Tradycji,640,
9186,Gorzów,77-576,Deszczowa,905,
9187,Adamczycha,67-621,Lesna,560,
9188,Godziszowa,87-164,Brzoskwiniowa,27,
9189,Godziszów,36-606,Cicha,824,88
9190,Bajory,28-707,Pszeniczna,475,18
9191,Kranek,67-584,Zytnia,713,99
9192,Antoniewko,33-129,Gwiezdna,361,
9193,Kupowo,33-607,Szpitalna,681,
9194,Lubecko,46-555,Akacjowa,981,
9195,Langanki,75-547,Zielone Wzgorze,284,3
9196,Rogalinko,36-117,Rzeczna,854,80
9197,Barchów,55-406,Malinowa,647,
9198,Kramarzówka,98-910,Slonecznikow,364,72
9199,Banachy,42-300,Gajowa,394,
9200,Krzemykowo,36-670,Leszczynowa,791,15
9201,Adamek,51-576,Jesionowa,431,
9202,Ladorudzek,98-263,Cicha,989,
9203,Gorzyce,65-978,Nadbrzezna,840,98
9204,Barbarka,58-640,Plowce,804,
9205,Grabczok,21-454,Szkutnicza,414,
9206,Barcie,59-379,Alabastrowa,296,13
9207,Godziszka,79-930,Cedrowa,744,61
9208,Bachorce,33-433,Szpitalna,455,46
9209,Kupno,74-566,Bliska,934,
9210,Bachowice,85-561,Papiernicza,389,94
9211,Kranek,68-203,Rozana,837,58
9212,Baranowo,55-714,Topolowa,741,6
9213,Barce,63-502,Krakowska,401,92
9214,Rogaszyce,17-723,Golebia,674,
9215,Balczewo,94-531,Letnia,53,5
9216,Kranek,42-184,Papiernicza,974,
9217,Antoniewko,24-120,Dworcowa,888,0
9218,Ladeniska,96-973,Malownicza,629,
9219,Adamówek,10-242,Ksiezycowa,535,35
9220,Lubianki,50-467,Diamentowa,805,
9221,Baraki,57-543,Prosta,468,
9222,Leszczynki,15-651,Teczy,163,
9223,Kupientyn,40-303,Mlynska,421,
9224,Gorzuchy,39-173,Wiklinowa,457,95
9225,Lubianki,75-527,Zytnia,431,24
9226,Bachorzew,95-113,Sliwkowa,194,83
9227,Abramów,80-433,Jasminowa,29,
9228,Barbarka,35-875,Nagietkow,70,
9229,Badów,61-806,Palmowa,258,
9230,Laliny,76-193,Szyprow,204,5
9231,Annówka,21-924,Wakacyjna,729,
9232,Kup,67-837,Rzepakowa,346,
9233,Balnica,44-977,Modrzewiowa,953,
9234,Bachórz,42-763,Slaska,148,
9235,Antolka,97-862,Tradycji,367,
9236,Gorzyca,68-251,Alabastrowa,119,
9237,Bajory,82-719,Przepiorek,586,
9238,Gorzyczany,31-534,Swierkowa,91,
9239,Abisynia,81-172,Cedrowa,518,11
9240,Bajorski,92-879,Poziomkowa,986,61
9241,Antoniewo,63-612,Mirtowa,140,
9242,Barcino,55-496,Strumykowa,381,55
9243,Antoniny,40-300,Strusia,639,94
9244,Barchów,12-832,Zgoda,40,
9245,Godziszewy,52-806,Bursztynowa,335,
9246,Gorzyce,87-543,Promykowa,786,92
9247,Ladorudz,33-802,Wiklinowa,421,
9248,Bacze,61-974,Jabloniowa,513,
9249,Rogalice,71-162,Smiala ,967,
9250,Banica,11-226,Zurawinowa,841,75
9251,Bajorski,85-745,Przepiorek,426,
9252,Bagniewko,90-438,Tkacka,115,35
9253,Krakowice,62-901,Rybacka,984,44
9254,Godziszewy,34-819,Glogowa,126,
9255,Bagatele,96-807,Prosta,897,
9256,Rogalino,98-608,Promykowa,371,3
9257,Antoniki,23-582,Bajkowa,633,4
9258,Barcikowo,72-708,Slonecznikow,364,70
9259,Antoniewko,94-479,Szafranowa,301,43
9260,Antolka,22-394,Orlikow,910,
9261,Leszczyniec,88-222,Gerberowa,10,
9262,Balice,13-188,Jarzebinowa,710,36
9263,Adaminowo,76-556,Nasturcji,120,
9264,Leszczyna,80-282,Liliowa,273,
9265,Rogazy,23-599,Rzemieslnicza,46,67
9266,Bagienica,53-247,Glogowa,737,84
9267,Badów,23-340,Grodzka,252,67
9268,Bañki,36-254,Nasturcji,64,
9269,Krakuszowice,49-978,Diamentowa,621,41
9270,Gorzycko,53-492,Slowianska,773,
9271,Lubianków,59-972,Strusia,822,71
9272,Bañkowszczyzna,86-309,Rzepakowa,662,
9273,Laseczno,69-165,Zwirowa,285,87
9274,Barcinek,14-265,Wesola,572,38
9275,Achrymowce,27-870,Magnolii,96,99
9276,Anonin,87-400,Zakole,34,
9277,Adamek,96-842,Rybacka,635,
9278,Leszczyny,33-403,Kasztanowa,135,79
9279,Gorzycko,39-125,Poziomkowa,874,
9280,Leszczyniec,49-945,Zurawinowa,356,
9281,Lalkowy,52-733,Blekitna,574,
9282,Baniewice,48-477,Lniana,225,7
9283,Antonie,98-958,Ziemowita,36,98
9284,Lubczyno,84-472,Zyzna,319,68
9285,Balice,59-700,Czeresniowa,970,
9286,Krzemykowo,12-996,Jagodowa,540,68
9287,Baranówka,82-849,Gajowa,935,
9288,Abisynia,30-124,Grodzka,551,31
9289,Abramowice,59-791,Ulanska,683,
9290,Grabarka,66-678,Wiatrow,220,45
9291,Barbarka,68-172,Mahoniowa,730,
9292,Barcino,97-299,Zbozowa,983,39
9293,Adaminowo,23-638,Blawatkow,458,23
9294,Balinka,19-698,Blawatkow,459,
9295,Krzepocinek,59-987,Slonecznikow,12,
9296,Banie,31-819,Brzozowa,389,26
9297,Krzepin,95-899,Fiolkow,139,
9298,Adamin,50-711,Szkutnicza,39,5
9299,Barany,66-285,Bursztynowa,471,
9300,Bachorze,44-584,Sezamkowa,147,23
9301,Rogalice,29-536,Sosnowa,624,63
9302,Gorzuchy,26-344,Strusia,752,83
9303,Lubecko,30-623,Wrzosow,659,
9304,Adamki,61-630,Limbowa,784,55
9305,Gorzyca,50-995,Pigwowa,775,
9306,Kramkówka,28-397,Jabloniowa,168,
9307,Bakaniuk,93-970,Projektantow,613,46
9308,Antoniew,90-745,Olchowa,442,90
9309,Ladorudzek,99-204,Orlikow,266,51
9310,Baranówek,83-567,Glogowa,45,18
9311,Bachorzew,96-246,Jachtowa,425,69
9312,Kupiatycze,91-504,Gęsia,146,99
9313,Balcerów,34-291,Skowronkow,953,91
9314,Krzeptów,42-922,Zgoda,535,67
9315,Rogalinek,75-632,Stokrotek,492,58
9316,Bandysie,29-796,Wrzosow,287,48
9317,Bagna,87-259,Stoczniowcow,716,59
9318,Antolin,49-661,Wichrowa,473,4
9319,Krapkowice,35-525,Zlota,306,
9320,Kupno,98-573,Daleka,651,
9321,Laseczno,49-441,Zwirowa,91,96
9322,Gorzków,24-274,Szafranowa,549,43
9323,Leszkowy,11-198,Zlotych Klosow,238,57
9324,Rogalinek,33-615,Debowa,935,
9325,Bajory,92-429,Poziomkowa,336,
9326,Balcerów,94-765,Zlota,638,37
9327,Rogity,26-460,Jagodowa,473,
9328,Rogienice,84-902,Ksiezycowa,166,72
9329,Lubatka,94-435,Limbowa,60,
9330,Krajów,72-670,Projektantow,673,59
9331,Adampol,14-431,Polna,596,36
9332,Leszczynka,62-837,Mahoniowa,971,18
9333,Lubianek,60-586,Krakowska,643,33
9334,Leszkomin,60-816,Cisowa,87,61
9335,Luberadz,60-673,Jachtowa,895,
9336,Bagatela,62-706,Kupiecka,416,70
9337,Abisynia,60-692,Parkowa,560,
9338,Godziszów,49-791,Sezamkowa,677,
9339,Antoniewo,70-784,Wisniowa,712,32
9340,Lubianków,84-784,Rybacka,557,
9341,Anonin,72-113,Palmowa,529,49
9342,Bagniewko,10-909,Irysow,173,25
9343,Antonina,70-192,Skowronkow,663,57
9344,Gorzyczki,29-468,Leszczynowa,566,93
9345,Lubatówka,13-389,Szkutnicza,777,
9346,Lanckorona,83-186,Tulipanow,373,33
9347,Kramarka,40-450,Szafranowa,854,
9348,Grabianka,55-727,Letnia,478,35
9349,Leszczynki,26-756,Mlynska,829,48
9350,Rogatka,62-957,Wspolna,367,68
9351,Rogalinek,66-357,Swiatowida,275,7
9352,Baligród,54-150,Podmiejska,534,
9353,Barcino,52-562,Paproci,821,
9354,Rogalinko,45-398,Zlotych Klosow,694,27
9355,Krzepczów,98-831,Zgoda,249,
9356,Las,45-388,Szafirkow,654,
9357,Bachmatówka,58-962,Grodzka,370,
9358,Leszkomin,43-917,Limbowa,811,16
9359,Bajdy,46-510,Rubinowa,450,2
9360,Rogielkajmy,31-463,Irysow,426,76
9361,Leszkowy,55-986,Rycerska,816,89
9362,Lubaszowa,71-741,Stokrotek,860,
9363,Barciany,54-657,Tulipanow,520,
9364,Antonia,66-547,Zarnowiecka,215,
9365,Kupinin,12-980,Pancerniakow,574,37
9366,Bagniuki,98-773,Ziemowita,703,45
9367,Rogienice,63-420,Krakowska,71,
9368,Banachy,95-786,Blawatkow,280,85
9369,Baran,92-259,Tatarakow,596,
9370,Bachowice,41-689,Rzepakowa,390,
9371,Barce,39-330,Niezapominajek,91,86
9372,Barak,21-423,Rumiank�w,649,
9373,Balcarzowice,28-469,Wesola,809,
9374,Bajdy,35-572,Wodnika,272,
9375,Rogalice,95-356,Spoldzielcza,494,91
9376,Barcza,18-798,Limbowa,715,
9377,Kraków,22-801,Rzemieslnicza,602,
9378,Baczyn,17-784,Golebia,262,
9379,Banie,55-880,Ulanska,764,
9380,Ladeniska,11-690,Golebia,123,
9381,Kupientyn,39-369,Solecka,129,55
9382,Baniewice,61-823,Stoczniowcow,325,83
9383,Godziszów,51-780,Szmaragdowa,535,
9384,Krzepiszyn,10-912,Paproci,423,
9385,Grabia,86-679,Bliska,221,
9386,Rogalice,17-515,Diamentowa,362,18
9387,Adamów,37-777,Magnolii,208,
9388,Bañkowszczyzna,18-344,Truskawkowa,626,
9389,Antonowo,91-256,Wisniowa,598,
9390,Rogalinko,98-446,Grodzka,815,79
9391,Baczyna,26-498,Saperow,270,67
9392,Lubasz,82-292,Smiala ,234,15
9393,Barcin,23-756,Koronkowa,505,
9394,Laliki,17-293,Hebanowa,683,
9395,Krzepice,75-968,Sprezarkowa,843,23
9396,Baczków,72-939,Topolowa,226,
9397,achanowo,87-462,Czeresniowa,55,
9398,Laskownica,71-674,Mahoniowa,697,
9399,Kupna,82-988,Rubinowa,788,80
9400,Badrzychowice,12-548,Zlotych Klosow,685,34
9401,Antoniki,25-982,Sezamkowa,743,
9402,Baligród,63-770,Smiala ,803,
9403,Lubatowa,54-510,Hebanowa,423,81
9404,Baciuty,75-273,Jabloniowa,830,90
9405,Barcikowo,22-518,Sanatoryjna,743,
9406,Bagienko,77-267,Zlotych Klosow,3,22
9407,Lamk,17-207,Mlodosci,16,65
9408,Adamowice,21-285,Kra�cowa,694,
9409,Lasaki,54-287,Gwiezdna,582,
9410,Las,44-569,Rubinowa,48,89
9411,Baczki,72-779,Brzozowa,282,27
9412,Gorzykowo,26-610,Stokrotek,405,61
9413,Landzmierz,85-328,Tkacka,147,
9414,Abramowice,93-723,Brzozowa,29,3
9415,Lubecko,50-413,Polna,327,
9416,Antoniny,27-818,Niepodleglosci,42,
9417,Leszczyniak,40-792,Lniana,18,
9418,Bandrów,91-978,Wspolna,16,
9419,Laskowiec,26-252,Harcerska,873,32
9420,Kurabka,60-526,Bursztynowa,388,42
9421,Balin,94-347,Mlodosci,880,7
9422,Gorzykowo,49-295,Pigwowa,886,
9423,Bachórzec,55-622,Hebanowa,750,25
9424,Gorzyca,72-409,Slaska,671,67
9425,Antoniewice,52-732,Lniana,532,
9426,Krakuszowice,76-799,Deszczowa,68,73
9427,Kramkówka,10-681,Klonowa,6,
9428,Abisynia,22-941,Grodzka,110,39
9429,Adamowice,63-646,Wspolna,603,
9430,Lubian,34-443,Wichrowa,661,
9431,Rogalów,22-121,Fiolkow,164,
9432,Leszczyn,81-743,Sliwkowa,749,
9433,Antonie,36-865,Pancerniakow,68,
9434,Ladeniska,44-363,Slowianska,332,
9435,Adamek,34-959,Slonecznikow,514,11
9436,Rogalów,83-486,Bzow,836,87
9437,Langanki,40-260,Kasztanowa,951,79
9438,Barak,73-684,Nadbrzezna,427,17
9439,Lubiana,86-733,Cisowa,9,14
9440,Antonia,80-944,Lniana,261,
9441,Gorzykowo,57-731,Kupiecka,934,73
9442,Antoniewice,19-577,Niezapominajek,125,47
9443,Rogawka,34-100,Jachtowa,998,97
9444,Krakowice,46-479,Niezapominajek,904,
9445,Bachorze,17-769,Szeroka,323,
9446,Rogity,53-951,Jasminowa,352,
9447,Antoninów,72-132,Wypoczynkowa,133,
9448,Leszczyny,56-240,Rycerska,752,83
9449,Balewo,11-653,Wichrowa,82,
9450,Adamkowo,69-867,Orlikow,592,
9451,Bagicz,53-672,Poziomkowa,782,
9452,Krapkowice,48-819,Macierzy,267,
9453,Adamowizna,18-254,Przyjazni,452,
9454,Antonów,36-730,Jeziorna,405,
9455,Baraki,15-658,Pogodna,832,89
9456,Bagniuki,31-694,Szkutnicza,399,
9457,Kupnina,17-665,Irysow,21,97
9458,Baranki,60-575,Rzeczna,519,
9459,Bachowice,70-421,Harcerska,41,84
9460,Krakulice,27-746,Projektantow,74,
9461,Baranica,35-598,Zlotych Klosow,750,
9462,Laskowice,89-648,Mirtowa,175,97
9463,Achrymowce,81-451,Czeremchowa,352,
9464,Abisynia,73-700,Boczna,792,99
9465,Lasek,28-365,Bliska,347,25
9466,Rogalinek,18-635,Malownicza,62,
9467,Godziszewy,36-509,Wspolna,333,51
9468,Landzmierz,96-138,Zeglarska,806,28
9469,Baran,27-774,Szpitalna,439,11
9470,Gorzuchy,70-445,Orlikow,711,33
9471,Grabia,82-150,Wiklinowa,534,
9472,Antoniki,30-743,Daktylowa,494,94
9473,Leszczynki,82-119,Bajkowa,719,8
9474,Barany,63-539,Niepodleglosci,81,97
9475,Baczków,27-708,Polna,584,48
9476,Bajkowizna,80-485,Pancerniakow,996,
9477,Kupientyn,66-326,Jasna,426,
9478,Barcikowo,22-860,Zarnowiecka,937,40
9479,Krzepielów,45-668,Parkowa,520,22
9480,Godziszowa,25-325,Gajowa,249,59
9481,Kramarzyny,69-617,Azaliowa,541,56
9482,Lamkowo,89-935,Projektantow,287,8
9483,Baraki,21-745,Rzepakowa,498,
9484,Barak,42-967,Bzow,314,
9485,Rogalki,26-103,Jezynowa,166,
9486,Leszczyniec,86-662,Zorzy,960,
9487,Baranki,34-523,Limbowa,337,
9488,Rogiedle,10-426,Orzechowa,675,
9489,Kupnina,12-347,Daleka,652,
9490,Antoniewo,28-215,Zacisze,663,31
9491,Kurabka,93-204,Rybacka,309,
9492,Bakaniuk,20-561,Koronkowa,942,
9493,Bachowice,57-758,Glogowa,350,36
9494,Rogielkajmy,69-645,Przyjazni,977,
9495,Lubejki,42-699,Malinowa,724,
9496,Baciki,27-390,Wedrowna,975,
9497,Kupientyn,52-608,Sanatoryjna,720,24
9498,Antolin,16-182,Rycerska,201,96
9499,Baczki,61-820,Spokojna,440,
9500,Bachórz,82-307,Zwyciestwa,206,
9501,Bandysie,30-744,Jabloniowa,75,8
9502,Laskowo,85-138,Lniana,250,
9503,Lubatówka,18-846,Zielone Wzgorze,273,21
9504,Lubartów,80-644,Promowa,170,60
9505,Antonówka,71-694,Pszeniczna,67,
9506,Laliny,56-695,Stokrotek,231,44
9507,Krzemykowo,78-704,Wrzosow,149,3
9508,Rogawica,93-353,Spokojna,243,71
9509,Laliny,82-117,Wierzbowa,345,11
9510,Adamów,24-979,Grodzka,2,15
9511,Godziszewy,92-506,Wrzesniowa,572,53
9512,Kupce,85-491,Wiazowa,226,
9513,Rogawica,99-885,Spacerowa,187,72
9514,Bañkowszczyzna,37-727,Wiatrow,799,41
9515,Kurabka,35-416,Spokojna,313,33
9516,Bachorzew,83-238,Mahoniowa,110,72
9517,Leszczynek,35-943,Irysow,394,
9518,Adamówek,19-941,Wspolna,390,
9519,Baranowice,64-644,Nagietkow,975,46
9520,Bagienice,87-543,Tkacka,820,
9521,Lubasz,87-102,Golebia,213,
9522,Rogalinko,89-380,Diamentowa,463,
9523,Bagny,69-237,Krakowska,671,38
9524,Kramkówka,39-548,Lniana,512,80
9525,Laskowiec,55-528,Nagietkow,630,7
9526,Ladzin,54-681,Wichrowa,782,
9527,Bajorski,61-394,Ksiezycowa,82,6
9528,Lubatka,13-116,Solecka,878,31
9529,Adamowo,26-933,Blekitna,996,
9530,Badów,84-986,Szpitalna,191,13
9531,Bachotek,13-332,Szkolna,42,
9532,Laliki,64-847,Plowce,429,
9533,Badów,66-102,Paproci,842,55
9534,Grabia,81-419,Jasminowa,245,
9535,Kramarzewo,17-673,Brzozowa,676,
9536,Barcin,25-271,Jachtowa,508,
9537,Laliki,17-228,Limbowa,903,
9538,Kraplewo,81-348,Mahoniowa,46,4
9539,Balice,61-749,Orlikow,126,
9540,Grabianów,14-407,Klonowa,670,98
9541,Leszczyna,14-171,Zacisze,264,29
9542,Adamowizna,65-611,Rzepakowa,439,
9543,Leszkiemie,99-505,Strusia,5,32
9544,Adamowa,20-571,Sprezarkowa,232,
9545,Godziszka,33-773,Liliowa,933,
9546,Laryszów,17-282,Mirtowa,849,
9547,Balinka,65-830,Swierkowa,801,
9548,Krakowiany,33-118,Rozana,290,36
9549,Rogalice,81-504,Zwyciestwa,483,65
9550,Laska,74-131,Pocztowa,201,
9551,Lafajetowo,88-834,Poziomkowa,10,20
9552,Godziszewo,74-607,Papiernicza,676,
9553,Laskowo,54-238,Orlikow,753,
9554,Lubaszowa,21-481,Cicha,786,
9555,Kupin,86-959,Mahoniowa,140,99
9556,Lady,10-302,Pigwowa,741,
9557,Kramkowo,89-829,Szmaragdowa,217,
9558,Badów,28-574,Stoczniowcow,798,
9559,Bagienki,39-115,Zielone Wzgorze,990,
9560,Kramsk,23-783,Lesna,807,45
9561,Baranowiec,84-400,Zwirowa,556,
9562,Bagdad,42-817,Glogowa,456,11
9563,Laliki,98-562,Zacisze,777,98
9564,Bachowice,93-866,Smiala ,794,4
9565,Lasek,42-538,Biwakowa,205,
9566,Rogazy,29-215,Owsiana,839,3
9567,Krzepiszyn,53-281,Malinowa,422,
9568,Krzepielów,99-783,Tychowska,544,
9569,Grabia,69-775,Wichrowa,781,43
9570,Godziszów,88-335,Ksiezycowa,88,
9571,Grabanów,64-763,Szafranowa,674,
9572,Grabianów,76-873,Jarzebinowa,285,73
9573,Gorzykowo,96-900,Rzemieslnicza,320,
9574,Rogawica,67-935,Limbowa,503,22
9575,Bachury,68-565,Zlota,602,
9576,Baranówko,89-353,Przyjazni,422,41
9577,Leszkowy,85-828,Kupiecka,846,28
9578,Bagienki,92-982,Alabastrowa,845,33
9579,Baran,85-291,Rzeczna,653,54
9580,Bacze,22-176,Pigwowa,282,74
9581,Adamin,81-588,Promykowa,440,
9582,Kramarka,58-584,Stokrotek,503,70
9583,Antoniki,64-409,Golebia,63,
9584,Antonielów,65-240,Paproci,353,
9585,Bacze,54-729,Slowikow,528,89
9586,Adamówek,67-307,Czeresniowa,27,
9587,Adamowo,57-811,Zlotych Klosow,272,
9588,Lubasz,31-100,Glogowa,569,96
9589,Bachorzyn,17-437,Slupska,796,
9590,Lubenka,40-940,Tkacka,459,
9591,Langanki,15-625,Projektantow,179,
9592,Leszczynka,18-770,Strumykowa,519,59
9593,Kupienino,19-754,Wiazowa,797,63
9594,Gorzkowiczki,42-307,Krawiecka,417,
9595,Antoninek,39-259,Sanatoryjna,160,34
9596,Bacze,28-852,Lesna,641,10
9597,Barbarówka,23-189,Bzow,657,13
9598,Baligród,39-693,Nadbrzezna,956,86
9599,Lasek,57-786,Mirtowa,698,
9600,Badrzychowice,61-254,Modrzewiowa,842,
9601,Laryszów,85-407,Kwiatowa,570,74
9602,Bachórzec,84-444,Malinowa,551,
9603,Balków,52-111,Sprezarkowa,638,
9604,Abramy,86-826,Leszczynowa,919,
9605,Annówka,63-476,Szmaragdowa,767,
9606,Baldwinowice,14-865,Jasminowa,11,8
9607,Banie,16-111,Panoramiczna,167,87
9608,Antoninów,38-807,Czeremchowa,171,
9609,Adamin,21-762,Jodlowa,961,
9610,Rogiedle,46-308,Azaliowa,954,33
9611,Gorzuchów,79-965,Wiatrow,253,
9612,Bachorze,87-723,Zlotych Klosow,857,68
9613,Abramowice,55-853,Gwiezdna,89,
9614,Adamowo,46-869,Bliska,700,
9615,Bajory,89-726,Leszczynowa,818,
9616,Lubatowa,21-526,Magnolii,217,65
9617,Bagatelka,96-632,Orlikow,429,90
9618,Banino,38-791,Zgoda,329,5
9619,Rogi,31-342,Szkutnicza,67,22
9620,Gorzykowo,97-796,Brzozowa,874,
9621,Laryszów,93-347,Slowianska,541,
9622,Gorzupia,31-697,Spoldzielcza,364,55
9623,Bagna,44-542,Irysow,895,98
9624,Laseczno,88-465,Poziomkowa,187,70
9625,Rogalinko,40-317,Zgoda,86,62
9626,Adamowa,12-125,Zefirowa,75,
9627,Lubiaszów,37-894,Syrenki,624,
9628,Grabia,64-516,Zytnia,536,41
9629,Antonowo,45-171,Sarzynska,296,61
9630,Bagatelka,27-530,Cedrowa,872,
9631,Baranówek,78-331,Zyzna,32,
9632,Kup,63-688,Paproci,13,97
9633,Krapkowice,58-652,Nasturcji,472,
9634,Kupin,56-386,Letnia,38,
9635,Baranowo,23-348,Szyprow,351,13
9636,Laskowizna,15-170,Plowce,875,
9637,Lubiana,92-832,Fiolkow,327,
9638,Krajów,81-196,Letnia,685,19
9639,Balcerów,79-412,Papiernicza,544,
9640,Laliny,50-914,Bursztynowa,282,56
9641,Banaszki,44-790,Poziomkowa,141,93
9642,Balików,41-449,Strusia,247,
9643,Adamki,81-443,Sprezarkowa,439,56
9644,Adamówek,24-139,Zgoda,124,
9645,Bachotek,51-627,Krawiecka,726,51
9646,Kupiatycze,94-880,Ulanska,73,17
9647,Lubawka,81-437,Opalowa,473,61
9648,Barciany,20-216,Jodlowa,38,79
9649,Barchaczów,97-149,Wiazowa,920,76
9650,Kramarzyny,96-616,Strusia,721,39
9651,Bagny,94-998,Pigwowa,198,
9652,Rogi,91-792,Zgoda,112,
9653,Leszkomin,47-250,Wiazowa,175,
9654,Bagno,98-894,Zgoda,792,74
9655,Rogawica,98-197,Promowa,571,
9656,Lalkowy,64-413,Pogodna,481,
9657,Balin,50-163,Zorzy,52,
9658,Kupin,94-274,Blawatkow,764,85
9659,Grabia,72-657,Pszeniczna,936,34
9660,Antoninów,80-212,Jagodowa,481,
9661,Bachmackie,91-341,Gwiezdna,116,
9662,Baligród,82-428,Deszczowa,536,
9663,Adamówek,87-674,Lakowa,600,
9664,Leszkiemie,17-339,Jesionowa,20,53
9665,Antonowo,74-325,Pszeniczna,719,
9666,Baczków,90-883,Szkutnicza,73,
9667,Grabek,91-647,Teczy,227,
9668,Adamin,52-161,Zefirowa,575,90
9669,Lubecko,90-144,Magnolii,305,39
9670,Bachowice,80-734,Torfowa,749,
9671,Bachórz,66-479,Zakole,823,78
9672,Bagieniec,79-686,Brzoskwiniowa,357,35
9673,Krapkowice,70-878,Biwakowa,181,
9674,Bachowice,86-464,Spoldzielcza,333,
9675,Gorzów,50-812,Bursztynowa,142,
9676,Lubatka,81-500,Wspolna,4,
9677,Bagniewko,58-991,Wspolna,773,15
9678,Gorzykowo,31-916,Sezamkowa,185,
9679,Lubawa,19-887,Boczna,934,
9680,Balików,85-848,Brzoskwiniowa,704,6
9681,Kramkowo,90-541,Spoldzielcza,384,40
9682,Antoniów,23-563,Strusia,917,
9683,Kupno,92-123,Daktylowa,397,51
9684,Adaminowo,85-631,Rybacka,148,
9685,Adamczycha,79-813,Letnia,485,
9686,Baranów,98-392,Kasztanowa,653,40
9687,Antolin,28-236,Bzow,657,60
9688,Laski,48-817,Wiazowa,356,
9689,Baciki,35-958,Slowikow,483,
9690,Bañska,89-514,Zarnowiecka,148,
9691,Lamk,62-373,Parkowa,543,
9692,Baniewice,91-819,Lesna,256,97
9693,Bachus,44-510,Orlikow,769,43
9694,Bachotek,22-236,Mahoniowa,828,
9695,Baligród,15-309,Glogowa,851,4
9696,Lubianki,30-418,Bzow,718,
9697,Grabanów,36-547,Strumykowa,319,
9698,Rogierówko,98-202,Rzeczna,546,70
9699,Antonie,39-702,Limbowa,238,41
9700,Baranki,27-213,Ziemowita,681,
9701,Leszczyn,33-207,Wedrowna,468,
9702,Lubian,25-152,Wrzosow,530,52
