id,miasto,kod_pocztowy,ulica,nr_budynku,nr_lokalu
6024,Kranek,88-893,Wrzesniowa,310,6
6025,Baranowo,27-940,Truskawkowa,605,23
6026,Kramarzewo,18-496,Promykowa,625,
6027,Barciszewo,90-103,Skowronkow,443,
6028,Gorzkowice,84-569,Malinowa,22,
6029,Leszkowice,79-629,Slupska,768,27
6030,Lubecko,57-337,Akacjowa,180,
6031,Luberadz,52-797,Kalinowa,907,51
6032,Kraplewo,95-228,Strefowa,615,86
6033,Lamkówko,25-677,Sanatoryjna,553,31
6034,Bachmackie,61-940,Prosta,706,
6035,Baraniec,24-494,Promykowa,681,24
6036,Adamierz,78-837,Wichrowa,456,
6037,Antoniny,12-512,Zacisze,671,
6038,Balin,76-909,Debowa,347,
6039,Bagnica,97-101,Wisniowa,313,
6040,Adamówka,62-140,Azaliowa,778,89
6041,Bagna,51-236,Zefirowa,250,97
6042,Lady,17-600,Mlodosci,217,80
6043,Antonin,31-832,Zyzna,740,
6044,Gorzyczany,57-192,Sarzynska,753,34
6045,Bachorzewo,41-707,Deszczowa,910,
6046,Bagienko,55-695,Biwakowa,293,84
6047,Barak,45-237,Grodzka,682,
6048,Rogalinko,32-892,Leszczynowa,232,54
6049,Bacze,44-768,Wrzosow,148,77
6050,Barciany,36-888,Tradycji,916,95
6051,Laski,17-947,Bliska,146,
6052,Leszczyniec,74-146,Poziomkowa,806,72
6053,Balnica,27-359,Parkowa,82,
6054,Balinka,14-940,Rzeczna,311,14
6055,Lubaszcz,65-739,Cedrowa,395,
6056,Antoniówka,10-765,Malownicza,539,
6057,Kramkówka,18-517,Topolowa,53,38
6058,Krzepice,44-840,Szpitalna,311,40
6059,Adamowa,16-949,Szkutnicza,647,
6060,Rogaszyn,51-405,Orzechowa,710,86
6061,Barciszewo,88-935,Solecka,320,
6062,Baranówek,34-218,Rzemieslnicza,656,69
6063,Barany,21-880,Szafranowa,657,
6064,Kramarzówka,22-516,Malinowa,355,25
6065,Lubczyna,69-907,Daktylowa,499,90
6066,Lubiaszów,18-805,Wrzosow,359,48
6067,Adamierz,47-737,Smiala ,132,81
6068,Godziszewo,46-533,Saperow,610,
6069,Laski,90-428,Olchowa,362,0
6070,Bachlawa,25-394,Kra�cowa,246,54
6071,Lamkówko,89-201,Lakowa,837,
6072,Gorzyczany,19-432,Strusia,404,
6073,Barciany,74-164,Paproci,388,2
6074,Baranówka,45-166,Wrzosow,18,95
6075,Kupienin,12-310,Slonecznikow,248,
6076,Lubecko,23-176,Polnocna,680,
6077,Barciszewo,54-839,Zalesie,55,
6078,Abisynia,50-155,Liliowa,266,14
6079,Leszczyniak,17-566,Liliowa,86,
6080,Bajdy,25-199,Wrzesniowa,951,13
6081,Bachowice,57-249,Wiklinowa,429,86
6082,Kupno,11-696,Pogodna,360,19
6083,Rogalów,44-657,Liliowa,708,
6084,Adamówek,42-363,Roz,505,28
6085,Laryszów,21-132,Sadowa,573,
6086,Kupinin,19-925,Diamentowa,875,77
6087,Adamowo,77-283,Wichrowa,917,45
6088,Lamkowo,29-360,Wiklinowa,570,
6089,Rogalów,33-933,Limbowa,693,80
6090,Balewo,67-222,Tatarakow,242,29
6091,Lubczyna,93-820,Paproci,238,15
6092,Adamek,63-569,Poziomkowa,578,88
6093,Antoninek,39-962,Lakowa,153,17
6094,Kupienino,42-452,Polna,237,
6095,Lubczyna,88-601,Gwiezdna,489,48
6096,Banie,58-560,Blekitna,560,
6097,Barcza,72-972,Wakacyjna,561,22
6098,Adamowa,85-985,Limbowa,590,99
6099,Antolka,42-531,Promykowa,74,23
6100,Lakiele,10-953,Papiernicza,628,
6101,Krzepice,83-896,Jezynowa,782,
6102,Rogiedle,14-553,Topolowa,341,96
6103,Ladorudzek,12-787,Kasztanowa,646,
6104,Badulki,92-921,Slupska,577,
6105,Abramów,43-800,Kasztanowa,923,47
6106,Laskownica,32-378,Przepiorek,989,
6107,Barce,48-555,Jesionowa,802,
6108,Lubiaszów,82-226,Wrzesniowa,429,
6109,Bajorski,16-567,Szpitalna,987,81
6110,Kuplisk,31-245,Lniana,797,9
6111,Baranica,66-131,Spokojna,149,22
6112,Laskowa,54-687,Boczna,570,
6113,Landek,64-877,Spacerowa,212,56
6114,Adamowizna,61-950,Wierzbowa,496,34
6115,Adamkowo,83-612,Grodzka,910,98
6116,Laliny,65-969,Rzepakowa,673,
6117,Adamka,29-256,Bzow,773,
6118,Gorzków,92-859,Plowce,483,
6119,Leszkowice,62-252,Wiatrow,353,
6120,Barciany,55-607,Palmowa,430,
6121,Rogalki,26-173,Krawiecka,70,38
6122,Rogawica,22-443,Polna,979,66
6123,Antonielów,98-994,Magnolii,148,74
6124,Gorzkowiczki,93-830,Zefirowa,598,
6125,Grabarka,62-534,Stokrotek,291,
6126,Kupienino,83-559,Pigwowa,353,78
6127,Langanki,83-660,Rozana,866,31
6128,Antoniew,25-550,Hebanowa,687,67
6129,Adamowa,30-835,Wierzbowa,44,
6130,Leszczyny,19-405,Zefirowa,608,17
6131,Krakówek,30-589,Szkutnicza,812,
6132,Bagniuki,86-388,Rzepakowa,787,49
6133,Godziszowa,28-589,Palmowa,972,
6134,Godziszowa,62-889,Zwyciestwa,14,93
6135,Antoniew,65-702,Bzow,749,
6136,Lacka,12-440,Swierkowa,341,
6137,Rogi,78-915,Gajowa,483,
6138,Kramnik,43-790,Jagodowa,996,
6139,Bajdyty,53-868,Wakacyjna,937,24
6140,Bañkowszczyzna,14-690,Ksiezycowa,623,
6141,Bagienice,13-238,Mlynska,537,
6142,Bachus,79-853,Kalinowa,13,
6143,Bachlawa,75-143,Owsiana,873,42
6144,Baciki,80-451,Daleka,785,
6145,Kramkówka,76-281,Jeziorna,13,65
6146,Barak,58-750,Niezapominajek,723,5
6147,Barcikowo,35-549,Nadbrzezna,317,55
6148,Banachy,29-148,Zyzna,896,91
6149,Adamek,67-833,Spokojna,827,
6150,Lubasz,21-948,Slowianska,390,
6151,Balczewo,92-485,Bzow,536,37
6152,Baraniec,54-639,Glogowa,36,15
6153,Baczyna,69-365,Slonecznikow,27,51
6154,Baniewice,86-930,Polna,613,
6155,Kupienino,21-732,Pancerniakow,108,
6156,Bale,94-491,Deszczowa,217,9
6157,Baranowiec,98-413,Kalinowa,700,
6158,Laliny,92-279,Rybacka,600,57
6159,Barak,86-226,Wesola,241,
6160,Baldwinowice,13-104,Wypoczynkowa,940,
6161,Gorzyczki,26-642,Wesola,785,0
6162,Leszczynki,54-796,Lesna,458,
6163,Abramów,10-108,Magnolii,955,77
6164,Krapkowice,98-941,Spacerowa,992,4
6165,Kramarzyny,80-890,Liliowa,529,67
6166,Krzeptów,19-987,Szmaragdowa,915,31
6167,Antoniewo,12-947,Daleka,500,
6168,Antonów,30-900,Deszczowa,361,
6169,Barankowo,17-985,Rybacka,231,
6170,Rogawica,65-211,Owsiana,532,
6171,Adamkowo,13-463,Kasztanowa,751,28
6172,Antolka,29-225,Kasztanowa,974,
6173,Krzepielów,90-230,Szkolna,0,
6174,Balnica,17-613,Cedrowa,69,
6175,Kupce,75-148,Nadbrzezna,339,
6176,Barcin,82-261,Przepiorek,771,
6177,Antoniów,27-831,Sezamkowa,773,11
6178,Kraków,72-136,Czeresniowa,513,
6179,Laliny,42-498,Kasztanowa,984,94
6180,Bajdy,65-737,Pancerniakow,90,
6181,Lubejki,19-130,Daktylowa,46,
6182,Kraków,58-189,Wrzosow,394,1
6183,Krakówek,84-726,Glogowa,599,
6184,Lamkówko,66-653,Jarzebinowa,547,45
6185,Balków,65-948,Daktylowa,324,
6186,Rogawica,46-352,Jachtowa,50,
6187,Las,24-341,Jeziorna,342,
6188,Balczewo,75-692,Liliowa,228,35
6189,Rogalów,14-753,Wierzbowa,282,
6190,Lubczyna,38-752,Zielone Wzgorze,623,55
6191,Bagniewko,71-889,Strumykowa,386,11
6192,Adaminowo,38-788,Tatarakow,918,
6193,Grabianowo,95-537,Rumiank�w,339,5
6194,Balbinów,12-747,Magnolii,872,
6195,Leszczyny,90-707,Wiazowa,80,51
6196,Adamka,68-645,Spoldzielcza,404,
6197,Lalin,83-592,Harcerska,56,43
6198,Leszczynek,64-744,Pancerniakow,422,91
6199,Antoniów,98-778,Jasminowa,852,14
6200,Lubatowa,71-736,Wichrowa,4,
6201,Antoniew,56-418,Wspolna,858,67
6202,Kramarka,26-237,Lakowa,564,
6203,Bañkowszczyzna,58-412,Tatarakow,373,25
6204,Krzepielów,91-236,Promowa,86,79
6205,Rogity,20-977,Zacisze,907,65
6206,Baciuty,74-330,Szafirkow,491,
6207,Baranówek,24-135,Harcerska,161,7
6208,Krakulice,31-971,Alabastrowa,783,
6209,Baliki,70-112,Strumykowa,121,50
6210,Kupiatycze,87-620,Strumykowa,707,
6211,Kraków,56-404,Kasztanowa,489,24
6212,Landek,52-516,Zwyciestwa,448,
6213,Lubiaszów,31-723,Pancerniakow,343,27
6214,Banie,29-854,Zakole,963,
6215,Laska,82-668,Topolowa,228,2
6216,Krzepiszyn,61-329,Wodnika,330,9
6217,Badów,22-665,Daleka,102,
6218,Barcice,44-989,Gajowa,544,
6219,Bagniuki,19-940,Rzeczna,400,
6220,Lasanka,34-990,Malownicza,69,
6221,Bagniewo,21-887,Gęsia,849,10
6222,Kupin,29-262,Slowikow,439,
6223,Krakuszowice,68-671,Mahoniowa,818,43
6224,Bachorzewo,37-867,Jarzebinowa,10,64
6225,Krakowiany,81-975,Malownicza,878,85
6226,Baran,10-186,Leszczynowa,127,67
6227,Baranki,11-544,Malownicza,302,
6228,Kuranów,49-301,Leszczynowa,900,85
6229,Kranek,56-104,Ulanska,589,7
6230,Bandysie,28-741,Kra�cowa,823,0
6231,Anteczków,18-973,Promowa,664,
6232,Banino,31-666,Szmaragdowa,186,
6233,Rogalino,12-551,Gerberowa,397,
6234,Grabek,53-768,Kalinowa,81,
6235,Adamierz,10-838,Nagietkow,170,63
6236,Kraków,66-620,Szafranowa,398,
6237,Lasanka,61-446,Blawatkow,563,
6238,Lubatka,58-312,Wiazowa,311,66
6239,Grabce,88-195,Ziemowita,115,31
6240,Baranówko,58-402,Sprezarkowa,64,20
6241,Laskowice,57-525,Poziomkowa,464,
6242,Leszczyniec,51-718,Zlota,562,
6243,Barcice,52-663,Polna,555,
6244,Leszkowice,15-937,Zwyciestwa,201,
6245,Kupinin,42-170,Tulipanow,313,
6246,Leszkowy,43-497,Tradycji,198,47
6247,Antoniewice,15-640,Nadbrzezna,812,59
6248,Kupientyn,23-525,Ksiezycowa,669,9
6249,Gorzów,79-993,Bzow,295,18
6250,Krakowice,27-304,Zielona,918,
6251,Grabia,29-947,Poziomkowa,831,
6252,Grabianowo,91-852,Szafirkow,783,
6253,Barcie,30-829,Diamentowa,953,
6254,Barankowo,27-392,Przepiorek,299,
6255,Barcza,66-402,Jagodowa,180,61
6256,Bale,66-862,Hebanowa,454,
6257,Baranki,79-477,Akacjowa,195,6
6258,Kupin,63-302,Bzow,614,
6259,Kupinin,14-662,Panoramiczna,335,
6260,Lubianków,95-883,Alabastrowa,901,
6261,Rogielkajmy,98-470,Klonowa,506,
6262,Anonin,74-189,Slowianska,168,
6263,Bachowice,56-489,Brzoskwiniowa,701,28
6264,Gorzyce,79-311,Szyprow,440,
6265,Rogawica,21-159,Paproci,318,42
6266,Laskowice,61-251,Brzoskwiniowa,564,
6267,Kupno,70-781,Strusia,609,
6268,Gorzuchowo,22-544,Gozdzikow,254,
6269,Leszczyniak,29-382,Strusia,215,
6270,Gorzuchowo,42-100,Kwiatowa,891,88
6271,Laskowa,28-142,Gęsia,387,72
6272,Leszczynek,81-220,Pogodna,359,
6273,Grabanów,70-909,Zurawinowa,563,
6274,Barchaczów,55-198,Szeroka,770,
6275,Kupienin,56-365,Morska,747,
6276,Baczki,73-391,Gozdzikow,25,23
6277,Badów,65-887,Jeziorna,516,
6278,Laskownica,95-686,Sadowa,318,
6279,Lubatówka,55-845,Lniana,684,64
6280,Adamkowo,95-917,Zlotych Klosow,788,
6281,Balczewo,60-329,Pocztowa,99,84
6282,Balbinów,85-610,Owsiana,958,
6283,Barbarówka,61-273,Niepodleglosci,546,91
6284,Leszczyn,95-863,Pogodna,879,
6285,Baniocha,18-738,Tychowska,757,
6286,Barcza,29-770,Makow,814,80
6287,Lasaki,46-408,Krotka,206,99
6288,Adamów,84-133,Slowianska,496,78
6289,Lubczyno,47-244,Hebanowa,952,96
6290,Bachorzew,96-711,Orzechowa,531,53
6291,Lalin,54-349,Harcerska,851,4
6292,Kupinin,44-259,Krakowska,850,1
6293,Gorzykowo,78-746,Rycerska,384,
6294,Bachmackie,14-727,Promykowa,106,
6295,Krapkowice,77-326,Przepiorek,75,44
6296,Luberadz,77-589,Sadowa,186,13
6297,Krzesimowo,72-183,Prosta,612,
6298,Laryszów,66-409,Cisowa,379,59
6299,Bachów,69-449,Zarnowiecka,162,2
6300,Krzepice,92-618,Wodnika,380,36
6301,Antoniówka,79-222,Mlodosci,748,
6302,Lalin,25-954,Slowianska,737,10
6303,Langanki,93-667,Kasztanowa,195,
6304,Rogalinek,54-749,Boczna,802,24
6305,Lubawka,66-284,Rzeczna,854,
6306,Bagniewko,81-666,Wrzosow,566,68
6307,Luberadz,93-551,Zurawia,595,93
6308,Lubianki,36-568,Szpitalna,343,
6309,Antonówka,54-937,Orzechowa,973,
6310,Antonie,31-894,Zlotych Klosow,550,13
6311,Leszkowy,66-264,Slonecznikow,779,
6312,Kupna,19-762,Jasminowa,579,
6313,Gorzów,21-406,Sanatoryjna,72,
6314,Gorzków,98-179,Tychowska,853,73
6315,Krzeptów,93-989,Spacerowa,911,
6316,Lubianki,74-938,Polnocna,195,85
6317,Bachus,96-594,Zytnia,599,54
6318,Rogalki,60-496,Letnia,915,12
6319,Gorzuchów,83-749,Nagietkow,423,
6320,Krzepocinek,11-741,Alabastrowa,418,62
6321,Adamek,93-468,Jasna,230,44
6322,Grabia,30-527,Wakacyjna,760,
6323,Leszczynki,25-629,Glogowa,124,
6324,Godziszów,39-673,Spokojna,853,
6325,Kupce,51-935,Wisniowa,517,
6326,Adamki,10-941,Polna,866,42
6327,Abramy,90-247,Rzeczna,404,28
6328,Balice,41-560,Liliowa,738,38
6329,Balin,81-717,Stokrotek,990,66
6330,Bagienica,73-371,Rubinowa,345,85
6331,achanowo,34-954,Lniana,428,60
6332,Krakowice,92-910,Papiernicza,941,79
6333,Gorzów,21-112,Jasna,683,
6334,Grabek,94-166,Kalinowa,857,
6335,Krzemykowo,98-454,Truskawkowa,601,
6336,Ladeniska,28-272,Jasminowa,51,8
6337,Lacka,81-204,Tatarakow,314,98
6338,Luberadzyk,84-114,Czeresniowa,465,
6339,Baranki,82-790,Szeroka,924,29
6340,Krakuszowice,37-526,Modrzewiowa,60,
6341,Landek,46-900,Zarnowiecka,574,
6342,Antoniewo,17-404,Rybacka,469,
6343,Gorzyca,68-831,Promowa,625,15
6344,Baranica,38-953,Promykowa,668,67
6345,Laskowiec,18-967,Ziemowita,837,77
6346,Barcie,35-558,Przyjazni,841,41
6347,Adamin,93-459,Owsiana,935,55
6348,Bachorzewo,56-963,Rumiank�w,1,12
6349,Bachórz,57-521,Ulanska,780,
6350,Godziszewy,25-722,Niepodleglosci,817,
6351,Lubian,84-503,Slaska,86,
6352,Adampol,69-341,Szeroka,322,
6353,Krzepocinek,76-557,Daleka,619,
6354,Gorzuchy,99-527,Bursztynowa,398,
6355,Antonowo,88-474,Wiklinowa,799,31
6356,Krzepiszyn,36-667,Plowce,666,19
6357,Bachórz,93-130,Lakowa,685,3
6358,Gorzuchy,42-783,Bliska,814,
6359,Anonin,24-547,Orlikow,660,96
6360,Balczewo,43-776,Zielona,838,41
6361,Antoninek,43-261,Wrzesniowa,144,
6362,Lubianek,90-286,Azaliowa,17,
6363,Barcie,58-781,Szeroka,506,
6364,Lubartów,34-841,Olchowa,132,
6365,Lasaki,27-876,Niezapominajek,251,21
6366,Bakaniuk,39-205,Bliska,652,91
6367,Antomieszki,77-197,Gwiezdna,398,
6368,Krzesimowo,62-805,Orlikow,581,43
6369,Laryszów,92-746,Roz,729,47
6370,Gorzyczki,46-584,Hebanowa,916,
6371,Balin,36-102,Zbozowa,880,39
6372,Rogazy,12-781,Zlotych Klosow,184,
6373,Luberadzyk,80-971,Promowa,681,99
6374,Godziszów,53-100,Sezamkowa,264,4
6375,Bagniewo,30-506,Swiatowida,356,23
6376,Grabarka,64-315,Rumiank�w,464,34
6377,Bachmackie,26-328,Krakowska,159,
6378,Bachórzec,32-501,Orzechowa,401,
6379,Bañki,64-493,Stoczniowcow,624,90
6380,Grabia,96-636,Wisniowa,37,
6381,Balice,53-207,Spokojna,271,
6382,Kupce,65-713,Sanatoryjna,897,30
6383,Barany,60-648,Orlikow,948,
6384,Rogatka,26-951,Zacisze,722,
6385,Lubartów,30-441,Smiala ,493,56
6386,Rogieniczki,78-484,Gwiezdna,512,6
6387,Antolka,90-350,Krotka,426,29
6388,Bale,58-950,Roz,673,
6389,Barciszewo,44-866,Gwiezdna,938,
6390,Badrzychowice,39-326,Sarzynska,590,80
6391,Bachorzewo,56-416,Zefirowa,782,71
6392,Kup,47-587,Sportowa,300,
6393,Krakulice,24-860,Alabastrowa,504,
6394,Godziszowa,48-394,Stoczniowcow,781,29
6395,Rogalin,51-347,Morska,990,42
6396,Adamczycha,78-399,Promykowa,72,37
6397,Lubian,97-842,Swierkowa,689,
6398,Baranowice,81-936,Rzepakowa,329,
6399,Kranów,93-393,Rycerska,355,39
6400,Leszczynek,10-874,Wrzosow,551,54
6401,Grabarka,38-189,Krotka,417,
6402,Rogawka,56-696,Palmowa,688,9
6403,Bañki,15-387,Krakowska,705,
6404,Abisynia,61-933,Wakacyjna,156,72
6405,Godziszowa,78-541,Mlynska,117,65
6406,Gorzkowice,88-120,Lniana,496,47
6407,Grabia,35-986,Gęsia,747,
6408,Antoniny,75-556,Stokrotek,107,73
6409,achanowo,59-715,Zurawinowa,934,99
6410,Gorzków,70-585,Zgoda,623,
6411,Bandysie,53-733,Zwirowa,113,9
6412,Leszczyna,84-795,Slupska,330,
6413,Ladorudz,12-563,Rzemieslnicza,819,
6414,Barcinek,90-227,Teczy,911,
6415,Antoninów,17-168,Koronkowa,55,
6416,Balnica,78-485,Blawatkow,513,15
6417,Anonin,21-741,Krawiecka,190,
6418,Lubartów,52-379,Podmiejska,236,18
6419,Krakulice,21-938,Bzow,355,98
6420,Badulki,11-772,Rybacka,251,
6421,Bagieniec,92-160,Deszczowa,67,32
6422,Lubcz,45-545,Jasminowa,882,99
6423,Bajtkowo,25-773,Swierkowa,146,
6424,Baranowice,35-199,Nadbrzezna,478,
6425,Landek,18-344,Malinowa,922,
6426,Bagatela,81-474,Wypoczynkowa,588,
6427,Lubecko,35-774,Jezynowa,104,81
6428,Barchnowy,21-552,Tulipanow,816,26
6429,Lubawa,35-601,Malinowa,290,
6430,Baniocha,23-182,Wichrowa,574,93
6431,Bajerze,40-516,Lakowa,993,71
6432,Barbarka,56-771,Mlodosci,140,82
6433,Banino,45-152,Glogowa,121,3
6434,Kupowo,73-508,Swierkowa,797,49
6435,Baliki,36-653,Kasztanowa,939,
6436,Bajkowizna,61-685,Sliwkowa,258,
6437,Bandrów,45-234,Polnocna,302,
6438,Barcice,65-953,Orzechowa,502,0
6439,Bania,19-603,Rumiank�w,654,
6440,Lubatka,98-450,Szkutnicza,672,95
6441,Laryszów,78-132,Zefirowa,541,70
6442,Kuranów,65-329,Panoramiczna,460,76
6443,Bañki,85-363,Parkowa,901,
6444,Baciki,50-924,Zyzna,109,37
6445,Antomieszki,56-144,Jagodowa,813,
6446,Laliny,52-102,Pigwowa,466,76
6447,Kupiatycze,45-850,Kalinowa,566,0
6448,Barbarówka,49-775,Smiala ,34,14
6449,Antoniewice,82-828,Tkacka,673,
6450,Bañkowszczyzna,96-331,Boczna,183,57
6451,Lamki,58-220,Orlikow,171,
6452,Antoniówka,21-118,Wierzbowa,960,
6453,Barak,29-772,Zwirowa,101,
6454,Bagienko,63-399,Jodlowa,465,62
6455,Kramkowo,61-981,Pszeniczna,846,12
6456,Langanki,33-277,Alabastrowa,45,78
6457,Krzepocin,74-498,Swierkowa,372,60
6458,Rogalinek,42-478,Jezynowa,204,
6459,Bachów,59-665,Blekitna,451,
6460,Rogity,15-367,Klonowa,707,36
6461,Kupnina,98-569,Poziomkowa,304,35
6462,Rogalinek,21-491,Ziemowita,591,
6463,Lubcza,48-501,Wiklinowa,329,63
6464,Lubatowa,62-382,Alabastrowa,971,98
6465,Krzepin,10-999,Tkacka,997,
6466,Krzeptów,84-502,Mirtowa,284,42
6467,Ladzin,64-348,Jeziorna,651,63
6468,Baranowo,17-370,Zorzy,719,93
6469,Lacka,31-338,Macierzy,996,
6470,Godziszów,28-899,Szafranowa,434,95
6471,Lubaszcz,16-377,Kalinowa,660,92
6472,Laliki,61-666,Limbowa,553,
6473,Lady,54-656,Niezapominajek,226,
6474,Laskowizna,79-765,Strefowa,442,74
6475,Krapkowice,94-102,Dobra,180,88
6476,Bagna,20-420,Koronkowa,86,13
6477,Adamowa,18-605,Tulipanow,995,
6478,Rogielkajmy,51-828,Owsiana,962,46
6479,Laliki,70-839,Glogowa,940,
6480,Laskowo,13-951,Nadbrzezna,686,
6481,Baldram,46-241,Czeremchowa,751,
6482,Krakowiany,85-605,Promykowa,931,40
6483,Luberadzyk,89-669,Poziomkowa,26,45
6484,Kramkówka,89-698,Projektantow,961,63
6485,Lubian,94-492,Slowikow,958,29
6486,Grabanów,61-820,Malinowa,384,43
6487,Lubaszowa,14-480,Gwiezdna,607,73
6488,Gorzuchowo,97-901,Sportowa,251,65
6489,Ladorudz,32-197,Jezynowa,308,76
6490,Antonówka,43-171,Slaska,196,
6491,Annówka,10-795,Brzoskwiniowa,711,
6492,Banie,79-420,Glogowa,393,
6493,Bachorzyn,10-197,Tradycji,660,
6494,Gorzupia,44-536,Blekitna,452,
6495,Krzepice,95-537,Krotka,147,10
6496,Annówka,54-626,Macierzy,257,
6497,Balczewo,86-852,Gozdzikow,749,68
6498,Lanckorona,66-732,Zbozowa,681,
6499,Lanckorona,84-667,Zlota,995,
6500,Barcinek,20-382,Gerberowa,763,66
6501,Adamierz,76-812,Nasturcji,372,
6502,Antoniki,84-548,Sezamkowa,56,94
6503,Lubawka,90-103,Tatarakow,968,
6504,Bagniewko,72-462,Azaliowa,121,84
6505,Lasek,26-412,Ziemowita,713,
6506,Balice,86-949,Poziomkowa,877,
6507,Gorzów,93-911,Czeremchowa,79,
6508,Abramów,30-529,Blekitna,596,
6509,Godziszewy,64-159,Polnocna,187,99
6510,Kranek,32-792,Magnolii,538,
6511,Rogity,59-495,Szeroka,738,
6512,Grabianowo,26-561,Mlodosci,458,
6513,Kramnik,22-130,Zalesie,232,
6514,Kupienin,45-895,Palmowa,229,81
6515,Bagienica,72-112,Rozana,151,
6516,Bania,33-398,Rycerska,353,15
6517,Barchnowy,41-320,Alabastrowa,285,50
6518,Bagatela,38-566,Azaliowa,509,7
6519,Rogielkajmy,63-175,Rybacka,593,
6520,Lubianków,11-735,Wakacyjna,10,
6521,Balin,69-233,Truskawkowa,68,
6522,Bajkowizna,39-385,Lesna,497,
6523,Adamek,55-192,Promowa,38,28
6524,Antoniew,93-771,Harcerska,417,10
6525,Antolka,83-328,Gozdzikow,110,
6526,Antonina,38-517,Deszczowa,715,
6527,Rogalino,80-330,Topolowa,235,24
6528,Kramarka,85-534,Solecka,21,
6529,Baliki,25-802,Rumiank�w,679,66
6530,Krzepielów,27-996,Biwakowa,564,65
6531,Krajów,73-300,Makow,215,
6532,Baniewice,45-274,Nadbrzezna,773,25
6533,Kramarzewo,30-382,Diamentowa,370,
6534,Krakowiany,26-355,Malownicza,595,42
6535,Badrzychowice,67-910,Kalinowa,375,59
6536,Lalin,67-255,Szafirkow,632,7
6537,Baranowice,50-319,Akacjowa,808,
6538,Baranów,74-485,Spoldzielcza,696,
6539,Badulki,72-705,Mlynska,280,
6540,Gorzyczany,96-436,Morska,354,
6541,Lasek,57-535,Macierzy,722,
6542,Krzepielów,83-460,Gwiezdna,421,
6543,Rogalice,37-789,Rycerska,812,
6544,Grabanów,52-859,Krakowska,922,13
6545,Krzepielów,69-833,Szkolna,34,
6546,Badów,61-368,Brzoskwiniowa,561,
6547,Leszczyniec,38-884,Zyzna,78,56
6548,Lakiele,24-874,Cedrowa,586,67
6549,Antonie,82-894,Zarnowiecka,317,
6550,Lalkowy,57-504,Limbowa,174,
6551,Bachorze,51-488,Rubinowa,70,
6552,Adamka,41-436,Nadbrzezna,806,71
6553,Barany,24-719,Wakacyjna,103,
6554,Gorzuchów,16-213,Deszczowa,413,19
6555,Bagdad,86-791,Wisniowa,138,
6556,Rogity,27-999,Olchowa,287,
6557,Barbarówka,49-199,Smiala ,793,
6558,Kupimierz,52-243,Strefowa,675,43
6559,Antonowo,85-275,Spoldzielcza,799,97
6560,Baranki,52-475,Zytnia,370,
6561,Barciszewo,29-986,Polna,951,68
6562,Lubianka,74-160,Cicha,69,32
6563,Lubenka,31-778,Zytnia,861,92
6564,Baczki,58-361,Zielona,854,
6565,Antoniewko,57-818,Gwiezdna,808,9
6566,Krakówek,87-693,Lesna,52,
6567,Bachmackie,84-917,Gozdzikow,393,
6568,Lubiana,71-540,Tkacka,969,
6569,Lamkowizna,13-209,Kwiatowa,666,32
6570,Bagicz,92-193,Polnocna,311,81
6571,Gorzyczki,95-138,Kwiatowa,972,55
6572,Gorzkowiczki,49-644,Gerberowa,779,39
6573,Abramowice,62-377,Malinowa,273,
6574,Gorzków,90-508,Krokusow,567,
6575,Ladeniska,13-997,Gajowa,580,14
6576,Bagienki,36-996,Pigwowa,324,35
6577,Kupce,23-637,Wesola,818,
6578,Leszkowy,33-556,Zgoda,319,18
6579,Bachorzewo,74-817,Daktylowa,484,
6580,Badulki,76-230,Polnocna,55,48
6581,Bañki,51-626,Czeresniowa,104,69
6582,Adamczycha,43-228,Saperow,739,
6583,Barciany,81-801,Wrzesniowa,100,
6584,Krakowice,65-425,Krawiecka,508,
6585,Kurabka,43-728,Promowa,53,
6586,Grabia,96-447,Tradycji,650,
6587,Godziszowa,19-501,Palmowa,507,47
6588,Bagdad,53-582,Grodzka,212,
6589,Rogaszyce,32-148,Jagodowa,34,7
6590,Kramkowo,87-218,Malownicza,16,52
6591,Lafajetowo,97-315,Sanatoryjna,974,60
6592,Rogalik,88-316,Jodlowa,709,
6593,Antoninów,21-202,Wrzosow,643,
6594,Adamów,21-310,Tkacka,442,
6595,Barbarka,88-465,Zakole,64,
6596,Abramy,41-390,Sarzynska,21,
6597,Barcie,79-410,Irysow,228,
6598,Baczyna,67-701,Slaska,106,
6599,Lamkowizna,41-620,Malownicza,746,31
6600,Ladzin,48-957,Rzepakowa,456,66
6601,Rogaszyce,11-536,Kra�cowa,713,
6602,Bajdy,46-264,Grodzka,354,
6603,Kupienin,71-572,Szkutnicza,170,
6604,Lubcz,47-435,Przyjazni,925,75
6605,Antoniki,46-439,Widokowa,662,82
6606,Bagienko,63-560,Wodnika,317,
6607,Kramkowo,91-223,Rzemieslnicza,176,47
6608,Rogalice,48-362,Szafranowa,359,
6609,Baranowiec,38-783,Projektantow,441,
6610,Krzepocinek,83-638,Liliowa,333,
6611,Antoniów,91-427,Jezynowa,3,15
6612,Baranowiec,46-946,Wspolna,637,
6613,Lamkówko,20-979,Szyprow,29,
6614,Barciszewo,57-152,Rubinowa,267,37
6615,Lubatka,58-368,Orzechowa,57,88
6616,Kupinin,90-875,Wesola,477,
6617,Bagrowo,17-969,Szyprow,632,61
6618,Landzmierz,69-595,Jesionowa,159,
6619,Grabia,38-509,Wrzesniowa,448,
6620,Leszkomin,90-986,Paproci,704,
