ID,MIASTO,KOD_POCZTOWY,ULICA,NR_BUDYNKU,NR_LOKALU
3022,Kupinin,66-755,Gajowa,779,
3023,Kraków,70-142,Sezamkowa,973,
3024,Baliki,33-574,Zyzna,276,
3025,Baraniec,77-292,Szyprow,792,51
3026,Bachorza,37-721,Diamentowa,992,98
3027,Antonówka,93-645,Krokusow,512,63
3028,Anteczków,90-764,Strusia,276,
3029,Antonowo,87-879,Bliska,740,52
3030,Kupowo,44-342,Bliska,178,86
3031,Antoniewo,89-664,Zorzy,220,80
3032,Barbarówka,17-653,Boczna,635,
3033,Balików,66-692,Spacerowa,503,
3034,Baranki,84-408,Gozdzikow,917,
3035,Lubasz,46-191,Jarzebinowa,168,89
3036,Grabczok,19-200,Slaska,261,
3037,Leszczynka,30-528,Solecka,582,48
3038,Lubaszowa,12-823,Wiazowa,462,
3039,Kupno,53-962,Sportowa,608,
3040,Krzesimowo,33-939,Gwiezdna,187,57
3041,Barcinek,30-163,Cicha,210,
3042,Baczyn,44-584,Szmaragdowa,163,74
3043,Grabek,53-891,Przepiorek,727,61
3044,Balnica,76-351,Tychowska,587,
3045,Rogaszyn,65-959,Syrenki,683,18
3046,Adamczowice,98-670,Szafranowa,219,36
3047,Rogalice,26-353,Rzeczna,626,42
3048,Banie,22-710,Czeresniowa,318,18
3049,Bachorza,83-609,Zalesie,459,4
3050,Antomieszki,86-443,Panoramiczna,833,
3051,Lubatka,27-876,Tychowska,530,
3052,Gorzkowice,50-238,Dobra,789,72
3053,Leszczyniak,95-519,Tychowska,748,67
3054,Bagnica,32-578,Papiernicza,313,1
3055,Bañska,44-192,Niezapominajek,377,
3056,Baraniec,21-985,Czeresniowa,677,36
3057,Baczyn,41-758,Wiatrow,495,49
3058,Balczewo,19-832,Szkolna,571,91
3059,Adamierz,74-750,Ptasia,961,33
3060,Rogaszyce,60-998,Jasna,654,
3061,Krajów,89-868,Azaliowa,143,
3062,Gorzuchy,83-629,Rumiank�w,566,
3063,Lubczyna,46-322,Tradycji,738,39
3064,Bale,38-289,Mirtowa,351,
3065,Landek,95-373,Wierzbowa,646,
3066,Godziszów,38-498,Saperow,505,
3067,Lubecko,58-241,Podmiejska,597,
3068,Krzepiszyn,52-501,Wesola,122,49
3069,Godziszewo,82-807,Zorzy,138,
3070,Rogi,93-117,Mlodosci,931,
3071,Antoniów,36-971,Niezapominajek,100,
3072,Antoniówka,21-452,Gerberowa,251,
3073,Antonina,71-598,Zakole,962,17
3074,Lalin,45-293,Sanatoryjna,499,
3075,Krakowice,59-512,Nadbrzezna,173,
3076,Balcarzowice,98-195,Swiatowida,35,
3077,Krzepiszyn,34-264,Sosnowa,876,
3078,Banino,83-283,Kalinowa,871,
3079,Adamierz,12-704,Magnolii,689,87
3080,Leszkowy,68-157,Tradycji,845,11
3081,Lamk,24-199,Spokojna,964,85
3082,Krakuszowice,78-802,Brzoskwiniowa,241,
3083,Rogalinek,34-161,Irysow,111,43
3084,Bagno,53-454,Palmowa,533,67
3085,Bachmackie,75-927,Gęsia,338,73
3086,Barciszewo,81-920,Hebanowa,86,
3087,Antonielów,22-282,Skowronkow,550,46
3088,Adaminowo,79-814,Sadowa,258,16
3089,Lamkówko,85-984,Zytnia,734,45
3090,Krzepiszyn,12-880,Bzow,477,
3091,Bagrowo,89-833,Wspolna,732,
3092,Leszczyniec,66-474,Stokrotek,516,
3093,Lamkowo,10-248,Niezapominajek,626,92
3094,Lubawka,46-218,Rubinowa,290,44
3095,Lamkówko,95-337,Rzemieslnicza,550,
3096,Adamkowo,13-262,Zwyciestwa,115,25
3097,Baniewice,36-926,Wisniowa,435,15
3098,Lubecko,72-290,Debowa,546,65
3099,Antonina,94-252,Biwakowa,869,
3100,Ladeniska,76-446,Tradycji,58,66
3101,Baranowo,82-746,Zorzy,503,47
3102,Leszkowice,98-944,Kwiatowa,346,21
3103,Kramkówka,79-300,Wrzesniowa,172,
3104,Bagatela,14-931,Gajowa,830,
3105,Lubaszcz,78-637,Dworcowa,204,7
3106,Bachorze,72-439,Debowa,561,69
3107,Adampol,12-929,Szpitalna,340,46
3108,Grabek,58-431,Strumykowa,150,25
3109,Laryszów,35-764,Zeglarska,882,76
3110,Baraki,20-305,Zeglarska,223,
3111,Rogalinko,11-310,Wiatrow,58,72
3112,Grabianka,74-842,Gajowa,264,16
3113,Lubianki,24-947,Leszczynowa,660,
3114,Baldram,72-415,Deszczowa,764,14
3115,Bakaniuk,55-855,Ulanska,582,
3116,Balinka,44-930,Przyjazni,819,95
3117,Rogiedle,51-261,Stoczniowcow,847,44
3118,Leszkomin,43-550,Jagodowa,763,46
3119,Lubcza,46-702,Modrzewiowa,482,
3120,Ladeniska,91-705,Slowikow,578,
3121,Leszczyny,29-643,Ptasia,630,
3122,Antoninek,63-597,Zurawia,957,97
3123,Laskowiec,12-266,Brzozowa,639,50
3124,Badów,50-513,Zyzna,688,71
3125,Krzepczów,36-588,Modrzewiowa,982,26
3126,Bagnica,93-869,Pigwowa,565,
3127,Lafajetowo,56-368,Szafranowa,279,50
3128,Leszczyny,93-683,Palmowa,357,
3129,Krzepielów,32-304,Opalowa,728,58
3130,Antonin,73-344,Owsiana,760,
3131,Kupimierz,35-132,Jasna,696,92
3132,Baranówko,59-796,Wisniowa,619,40
3133,Baranów,48-437,Szyprow,180,
3134,Bachmackie,27-464,Czeremchowa,647,
3135,Godziszów,29-269,Tatarakow,365,
3136,Barankowo,89-533,Jasminowa,852,66
3137,Adamczowice,25-237,Nadbrzezna,461,88
3138,Lalkowy,14-651,Gajowa,905,
3139,Leszczyna,62-493,Jagodowa,346,
3140,Bachórzec,80-858,Ptasia,822,53
3141,Laskowice,37-643,Sadowa,911,10
3142,Gorzuchowo,11-680,Czeremchowa,529,
3143,Lalkowy,90-198,Przyjazni,986,
3144,Leszczyna,21-169,Wierzbowa,23,93
3145,Adamówka,64-910,Biwakowa,251,
3146,Krzepocin,10-237,Makow,513,
3147,Balinka,26-135,Wisniowa,315,
3148,Rogalów,80-873,Jeziorna,142,87
3149,Bania,97-380,Wodnika,843,
3150,Kraplewo,86-350,Swiatowida,141,
3151,Lubianek,23-496,Pszeniczna,881,78
3152,Baligród,90-469,Sportowa,9,
3153,Banachy,90-222,Zalesie,429,
3154,Baciki,87-118,Spokojna,449,64
3155,Bagicz,93-771,Wierzbowa,406,
3156,Laseczno,62-812,Deszczowa,348,
3157,Baczków,82-854,Pocztowa,412,80
3158,Baczki,16-275,Jasminowa,218,
3159,Barcino,41-385,Krawiecka,516,
3160,Antoniewice,37-569,Modrzewiowa,854,90
3161,Krzepielów,54-347,Rumiank�w,643,
3162,Rogierówko,16-259,Bliska,301,
3163,Rogi,51-117,Parkowa,599,
3164,Rogalinko,69-890,Pszeniczna,436,58
3165,Rogity,98-156,Truskawkowa,875,
3166,Bagienice,97-834,Lesna,292,30
3167,Bale,38-699,Akacjowa,135,
3168,Achrymowce,66-174,Pszeniczna,213,87
3169,Krajów,34-620,Zielone Wzgorze,183,
3170,Gorzkowice,69-472,Slaska,674,28
3171,Barcin,47-281,Slonecznikow,238,20
3172,Anteczków,47-681,Wiatrow,730,99
3173,Banino,19-956,Leszczynowa,533,86
3174,Lubianek,96-163,Ptasia,272,71
3175,Grabce,86-773,Rubinowa,440,69
3176,Baranówko,37-635,Olchowa,503,
3177,Lubawka,49-684,Lakowa,270,63
3178,Antonia,37-231,Brzoskwiniowa,754,
3179,Baczków,53-239,Zacisze,27,
3180,Grabarka,97-653,Morska,467,56
3181,Barchaczów,39-395,Golebia,698,
3182,Barchów,15-616,Brzoskwiniowa,130,37
3183,Lubianek,22-763,Cicha,917,
3184,Gorzyce,48-559,Lakowa,71,
3185,Kupientyn,44-661,Zorzy,551,86
3186,Krakowice,58-648,Rzeczna,394,
3187,Bagieniec,42-878,Zbozowa,492,7
3188,Kuranów,79-144,Przepiorek,957,
3189,Adamczowice,22-565,Akacjowa,849,
3190,Krzesimowo,46-761,Slonecznikow,950,
3191,Gorzykowo,54-223,Wakacyjna,203,
3192,Antonia,42-511,Niezapominajek,421,
3193,Bachorzew,51-459,Sloneczna,486,
3194,Bachmackie,96-770,Daktylowa,391,
3195,Rogierówko,67-997,Gerberowa,870,24
3196,Lubiaszów,56-511,Topolowa,550,68
3197,Baranówka,91-540,Promykowa,76,
3198,Laski,15-249,Wiazowa,286,62
3199,Barbarka,48-506,Cicha,997,51
3200,Baranowice,92-289,Jezynowa,667,
3201,Bachury,45-140,Stokrotek,770,25
3202,Lady,54-677,Dworcowa,603,
3203,Rogalki,39-520,Krakowska,365,48
3204,Bale,83-216,Niezapominajek,987,
3205,Rogazy,20-840,Lakowa,294,8
3206,Kramarzewo,98-441,Modrzewiowa,121,
3207,Grabce,83-131,Jezynowa,361,
3208,Antoniewko,36-225,Grodzka,618,
3209,Kramkowo,36-562,Modrzewiowa,442,
3210,Leszkowice,46-857,Jachtowa,786,
3211,Adamowo,11-845,Brzozowa,952,
3212,Gorzuchów,56-747,Jagodowa,854,
3213,Bachorce,31-811,Krokusow,598,10
3214,Leszczyny,64-320,Wrzesniowa,597,89
3215,Bagrowo,86-226,Gwiezdna,443,9
3216,Adamierz,35-847,Szpitalna,881,
3217,Balin,31-302,Limbowa,291,
3218,Antoniewo,56-240,Liliowa,374,89
3219,Banino,62-318,Wspolna,155,63
3220,Kupna,15-737,Dobra,778,
3221,Barcikowo,15-124,Skowronkow,426,
3222,Lamkówko,71-983,Modrzewiowa,587,74
3223,Barcikowo,75-285,Spokojna,394,1
3224,Lubczyno,30-778,Cicha,390,
3225,Rogalinko,54-953,Zielona,862,32
3226,Abramy,76-526,Tradycji,161,
3227,Adamka,48-848,Jasminowa,647,
3228,Barcinek,38-534,Harcerska,106,91
3229,Barce,74-356,Fiolkow,863,31
3230,Rogatka,58-947,Sezamkowa,766,97
3231,Leszczyniak,27-151,Kra�cowa,696,
3232,Baciuty,34-768,Polnocna,580,89
3233,Laskownica,81-278,Zwirowa,960,
3234,Leszkomin,37-356,Sloneczna,884,
3235,Banaszki,90-838,Jezynowa,426,
3236,Antoniewko,40-402,Wichrowa,285,
3237,Baraki,85-727,Pszeniczna,494,14
3238,Rogawka,89-339,Rumiank�w,539,
3239,Kramkówka,73-535,Roz,856,40
3240,Kraplewo,23-250,Harcerska,893,
3241,Kupinin,25-115,Parkowa,819,
3242,Baczyn,50-295,Wypoczynkowa,899,62
3243,Barciany,54-379,Opalowa,944,88
3244,Kupimierz,63-950,Sadowa,439,83
3245,Bagatela,94-731,Azaliowa,975,10
3246,Rogiedle,64-357,Jezynowa,582,11
3247,Lubaty,14-115,Topolowa,776,33
3248,Badów,19-475,Polnocna,762,
3249,Leszczyny,69-365,Promowa,467,
3250,Lafajetowo,36-271,Strefowa,449,80
3251,Baranówek,68-616,Spoldzielcza,271,2
3252,Balbinów,80-986,Lniana,780,55
3253,Adamówka,51-717,Zeglarska,680,
3254,Barchów,24-599,Wrzosow,942,
3255,Banie,34-996,Widokowa,689,12
3256,Bajory,65-945,Zlotych Klosow,279,
3257,Adamówek,49-627,Wrzosow,594,
3258,Ladeniska,49-146,Solecka,35,43
3259,Kupienin,33-835,Strumykowa,394,
3260,Banaszki,22-648,Jeziorna,202,36
3261,Lubczyno,77-307,Poziomkowa,877,
3262,Lubianków,67-714,Wichrowa,716,28
3263,Baciki,57-664,Blawatkow,887,21
3264,Gorzów,39-673,Zacisze,710,
3265,Kupna,17-837,Tatarakow,515,
3266,Lubianka,98-764,Kasztanowa,677,6
3267,Kup,30-167,Teczy,392,29
3268,Baranica,73-779,Jagodowa,562,
3269,Lubartów,15-562,Sloneczna,377,
3270,Balewko,42-680,Szkolna,418,
3271,Gorzkowice,42-520,Szyprow,526,29
3272,Laskowice,97-865,Rybacka,611,
3273,Baraniec,77-760,Poziomkowa,294,
3274,Kramnik,14-735,Zielone Wzgorze,939,1
3275,Laskowa,59-636,Irysow,800,
3276,Lafajetowo,24-665,Nasturcji,301,80
3277,Balczewo,29-242,Limbowa,608,
3278,Antolin,40-655,Wiazowa,87,9
3279,Baranowiec,73-873,Dworcowa,471,24
3280,Lubawa,62-883,Czeresniowa,594,
3281,Lubawka,24-198,Rycerska,123,
3282,Gorzyczany,79-440,Mahoniowa,263,55
3283,Balin,13-959,Szyprow,630,17
3284,Gorzyczki,75-118,Truskawkowa,777,40
3285,Bagniewo,43-419,Boczna,472,94
3286,Luberadzyk,97-624,Grodzka,614,
3287,Bañki,94-383,Azaliowa,77,24
3288,Lubczyno,14-400,Niepodleglosci,42,
3289,Kupowo,38-977,Rybacka,259,
3290,Lamki,91-889,Opalowa,170,90
3291,Landek,46-427,Zacisze,264,
3292,Baraniec,10-874,Zurawinowa,291,
3293,Ladorudz,57-638,Wiklinowa,938,
3294,Krzepocin,35-720,Smiala ,359,65
3295,Balin,89-602,Gajowa,34,27
3296,Bagicz,75-969,Rycerska,50,
3297,Lubatówka,37-754,Zwirowa,549,
3298,Ladeniska,61-956,Jasna,985,41
3299,Antomieszki,15-887,Gęsia,455,
3300,Bagniuki,98-758,Promowa,683,
3301,Lubianka,26-979,Bajkowa,282,19
3302,Baranów,85-832,Jarzebinowa,579,41
3303,Kupienino,72-633,Sosnowa,676,
3304,Grabianowo,77-686,Lakowa,868,75
3305,Bachmackie,39-163,Kupiecka,827,
3306,Krzepice,71-262,Jarzebinowa,332,
3307,Leszkowice,91-554,Lakowa,781,
3308,Bajorski,60-684,Deszczowa,412,
3309,Antonina,40-184,Poziomkowa,490,
3310,Antonin,82-105,Jesionowa,156,
3311,Barbarka,75-112,Wesola,552,
3312,Lakiele,88-600,Wodnika,242,26
3313,Bagienice,16-775,Promykowa,164,64
3314,Godziszewy,98-114,Mirtowa,221,
3315,Kranów,60-301,Sliwkowa,386,
3316,Banie,48-276,Nasturcji,11,
3317,Rogalice,83-834,Palmowa,731,
3318,Grabarze,27-833,Slowikow,266,36
3319,Kupowo,72-750,Zielone Wzgorze,733,30
3320,Lubaty,79-229,Wakacyjna,108,50
3321,Lalkowy,32-170,Poziomkowa,423,0
3322,Grabek,62-643,Tulipanow,500,32
3323,Barcikowo,48-509,Spacerowa,170,11
3324,Gorzuchów,63-891,Nasturcji,902,
3325,Bajkowizna,28-827,Syrenki,333,47
3326,Bachórzec,32-120,Brzoskwiniowa,804,
3327,Baniocha,19-831,Slowikow,708,
3328,Rogawica,84-797,Rubinowa,740,1
3329,Balków,80-402,Torfowa,802,49
3330,Godziszewo,22-556,Wspolna,47,1
3331,Krakówek,62-482,Topolowa,85,
3332,Banaszki,16-626,Sportowa,677,81
3333,Bagniewko,99-461,Roz,652,
3334,Rogaszyce,47-228,Owsiana,389,25
3335,Lubianki,64-799,Gerberowa,384,
3336,Antonia,81-935,Bliska,790,99
3337,Anteczków,45-870,Nasturcji,42,30
3338,Lubenka,55-129,Zacisze,266,69
3339,Lady,50-286,Zielone Wzgorze,429,
3340,Kupiatycze,36-735,Glogowa,637,
3341,Lubenka,82-410,Tkacka,494,
3342,Bagieniec,51-413,Sprezarkowa,459,
3343,Bagieniec,48-447,Jodlowa,407,
3344,Lubatka,20-650,Niepodleglosci,656,
3345,Bagniuki,51-315,Olchowa,581,
3346,Lasaki,55-150,Solecka,40,
3347,Antoniewice,73-515,Wodnika,295,15
3348,Krakulice,84-177,Wrzosow,758,98
3349,Baczki,75-857,Zytnia,87,61
3350,Bagniewo,82-252,Ulanska,561,52
3351,Lakiele,12-890,Zgoda,65,98
3352,Leszkiemie,94-302,Solecka,227,24
3353,Lamki,69-320,Prosta,716,34
3354,Kuplisk,79-803,Syrenki,466,
3355,Leszkiemie,73-945,Krokusow,385,84
3356,Gorzyce,92-695,Bursztynowa,307,51
3357,Kupowo,42-303,Polna,440,42
3358,Bachmatówka,62-944,Cedrowa,977,52
3359,Rogalinko,78-914,Zlota,751,
3360,Grabianka,75-184,Zarnowiecka,40,9
3361,Baranowo,78-814,Cicha,220,20
3362,Kupinin,44-626,Hebanowa,693,
3363,Barankowo,43-702,Gajowa,869,
3364,Kuplisk,36-135,Cisowa,164,
3365,Lubatka,32-444,Zbozowa,116,
3366,Lubiana,12-107,Dobra,941,99
3367,Kupce,70-489,Pocztowa,540,50
3368,Bachmatówka,67-877,Malinowa,204,
3369,Adamówek,41-287,Pogodna,149,73
3370,Bachmackie,36-578,Sloneczna,727,96
3371,Balcarzowice,52-954,Grodzka,848,24
3372,Anonin,34-820,Sloneczna,625,
3373,Laskownica,87-840,Daktylowa,633,
3374,Annówka,15-179,Cisowa,304,
3375,Barbarka,68-139,Zeglarska,38,
3376,Antolka,85-729,Orzechowa,561,66
3377,Kramarzewo,27-282,Gerberowa,740,
3378,Antoniów,59-818,Glogowa,347,
3379,Adamki,41-136,Kwiatowa,165,
3380,Abisynia,10-318,Krakowska,484,54
3381,Bachorze,43-541,Fiolkow,512,
3382,Kramkówka,31-451,Kra�cowa,290,39
3383,Antonówka,95-174,Sosnowa,104,
3384,Bale,45-388,Leszczynowa,691,62
3385,Barcikowo,61-982,Paproci,427,
3386,Krakowiany,22-577,Plowce,181,50
3387,Banino,59-111,Deszczowa,516,
3388,Lady,20-840,Paproci,978,6
3389,Lubenka,64-635,Zakole,329,81
3390,Kupienino,61-158,Polnocna,655,9
3391,Baciki,17-858,Wodnika,616,84
3392,Krzepczów,16-196,Sloneczna,0,
3393,Ladorudzek,83-594,Hebanowa,730,
3394,Bakaniuk,45-790,Bajkowa,339,
3395,Lamkowizna,93-593,Daleka,710,67
3396,Barciszewo,46-397,Promykowa,570,15
3397,Leszczynek,35-211,Zlota,673,93
3398,Bachórzec,45-755,Stoczniowcow,663,95
3399,Badulki,93-365,Slowikow,782,
3400,Lubcz,14-540,Golebia,100,
3401,Rogieniczki,65-908,Truskawkowa,640,41
3402,Baczki,90-395,Zorzy,91,45
3403,Rogalinek,24-731,Smiala ,858,
3404,Antoniewo,90-822,Jagodowa,52,19
3405,Godziszka,68-516,Jasna,568,
3406,Balewko,49-241,Gerberowa,542,17
3407,Baran,39-237,Jachtowa,607,
3408,Balczewo,45-942,Wierzbowa,224,
3409,Balbinów,24-690,Sanatoryjna,670,
3410,Bagienki,76-547,Teczy,434,
3411,Ladorudz,73-144,Jachtowa,183,36
3412,Baczki,92-388,Malownicza,390,
3413,Barankowo,42-295,Podmiejska,668,4
3414,Laliny,96-201,Zbozowa,619,57
3415,Antoniki,36-823,Slaska,654,
3416,Anonin,84-876,Pancerniakow,223,
3417,Rogazy,35-725,Olchowa,569,
3418,Leszczyny,35-631,Jezynowa,337,98
3419,Baciuty,41-219,Diamentowa,478,66
3420,Lalkowy,92-823,Daleka,489,
3421,Godziszów,34-928,Spokojna,151,
3422,Kranek,91-799,Jasminowa,409,
3423,Baranowo,86-963,Opalowa,653,
3424,Rogatka,38-273,Promykowa,503,43
3425,Rogielkajmy,66-292,Wedrowna,503,4
3426,Bachórzec,63-249,Limbowa,255,46
3427,Antoniówka,79-920,Makow,595,
3428,Kupin,26-202,Wypoczynkowa,862,26
3429,Lubianki,30-513,Magnolii,13,
3430,Rogalów,57-172,Ziemowita,980,
3431,Lasanka,92-228,Kasztanowa,733,
3432,Antonówka,26-484,Gęsia,572,
3433,Bandysie,72-488,Niezapominajek,123,
3434,Kupienin,77-923,Cicha,695,
3435,Adamówka,23-744,Krakowska,781,92
3436,Baranowiec,69-216,Lesna,879,
3437,Langanki,85-168,Swierkowa,247,
3438,Bachury,61-596,Akacjowa,85,
3439,Barcinek,66-359,Zlota,395,29
3440,Barcin,66-226,Wodnika,575,
3441,Balnica,60-434,Brzozowa,584,
3442,Adamczowice,89-448,Paproci,64,
3443,Rogalki,38-218,Przyjazni,387,24
3444,Lamkówko,62-514,Cedrowa,556,94
3445,Bachowice,35-827,Pogodna,390,94
3446,Lubcz,71-315,Hebanowa,929,
3447,Krzepiszyn,49-525,Zytnia,671,
3448,Bachus,94-255,Mahoniowa,671,52
3449,Adamówka,75-820,Cisowa,497,
3450,Leszkomin,55-146,Pogodna,365,96
3451,Balcerów,42-490,Opalowa,175,99
3452,Lakiele,85-172,Klonowa,165,16
3453,Lubiana,65-789,Spokojna,49,
3454,Kramkowo,66-591,Syrenki,45,
3455,Baranów,67-404,Podmiejska,753,
3456,Antonówka,56-591,Zlotych Klosow,315,
3457,Adaminowo,56-824,Zlota,536,43
3458,Barcikowo,18-711,Szafirkow,594,11
3459,Laskowice,24-765,Koronkowa,97,53
3460,Bagna,20-180,Czeresniowa,369,
3461,Gorzuchów,68-533,Krawiecka,380,
3462,Bakaniuk,51-116,Krotka,663,
3463,Badrzychowice,77-108,Jagodowa,552,
3464,Krapkowice,92-489,Cedrowa,787,
3465,Lalin,80-902,Mlynska,634,
3466,Kramarzyny,62-764,Sezamkowa,215,64
3467,Gorzycko,78-310,Zefirowa,35,85
3468,Leszczynka,51-893,Tradycji,548,
3469,Antonie,67-767,Magnolii,834,
3470,Antoniki,91-747,Macierzy,682,
3471,Rogalinko,39-865,Sezamkowa,224,6
3472,Antonina,14-459,Wiazowa,300,
3473,Baranówka,47-539,Szmaragdowa,159,
3474,Leszkomin,69-884,Wiklinowa,601,
3475,Bagno,90-492,Cedrowa,590,8
3476,Baniewice,99-809,Brzozowa,567,
3477,Kupinin,80-844,Strumykowa,495,
3478,Krakowiany,49-427,Slowianska,74,
3479,Rogalik,97-534,Poziomkowa,897,
3480,Luberadzyk,10-938,Rzepakowa,220,87
3481,Lubenka,96-389,Mahoniowa,877,59
3482,Rogierówko,35-376,Widokowa,706,11
3483,Barcino,18-227,Wiklinowa,423,47
3484,Rogierówko,26-995,Zacisze,928,17
3485,Baranowice,17-935,Kupiecka,984,11
3486,Antonów,83-498,Jeziorna,57,
3487,Bachmackie,54-911,Klonowa,607,
3488,Lubianki,83-217,Jachtowa,241,92
3489,Krakulice,95-237,Tradycji,548,
3490,Bagatele,73-308,Wspolna,449,94
3491,Kupno,51-745,Tatarakow,804,
3492,Krakowiany,37-630,Sprezarkowa,26,
3493,Lamkowizna,99-371,Szpitalna,646,
3494,Baranów,93-697,Brzozowa,943,30
3495,Rogazy,55-164,Debowa,818,
3496,Bajkowizna,86-632,Klonowa,252,66
3497,Leszkowy,33-835,Przepiorek,889,
3498,Adamówek,61-445,Bliska,643,12
3499,Krakuszowice,57-260,Polna,740,25
3500,Barcikowo,57-861,Magnolii,818,
3501,Krzesimowo,94-363,Skowronkow,786,
3502,Grabarze,22-697,Alabastrowa,222,
3503,Ladeniska,62-155,Cisowa,884,18
3504,Ladorudzek,11-766,Poziomkowa,151,
3505,Bañska,26-626,Gajowa,573,72
3506,Antoniówka,34-646,Sanatoryjna,963,55
3507,Lasaki,83-277,Nasturcji,281,
3508,Krzepocinek,23-792,Cedrowa,683,94
3509,Adamczycha,36-393,Papiernicza,64,24
3510,Baczków,36-578,Wedrowna,238,
3511,Leszkiemie,95-234,Blawatkow,789,28
3512,Barchaczów,83-372,Spacerowa,380,55
3513,Antoninów,60-110,Spokojna,876,
3514,Antonów,69-395,Szkutnicza,150,
3515,Bachorze,41-363,Tulipanow,299,
3516,Bajdyty,49-833,Tatarakow,41,
3517,Lubenka,76-534,Podmiejska,941,
3518,Kramkowo,54-968,Szpitalna,379,
3519,Lacka,64-786,Zurawia,710,
3520,Bachmatówka,21-395,Czeremchowa,124,84
3521,Balnica,74-314,Truskawkowa,737,
3522,Baraniec,12-829,Azaliowa,153,0
3523,Barcikowo,97-665,Zlota,822,
3524,Leszkiemie,36-231,Jarzebinowa,868,
3525,Laskownica,50-517,Zeglarska,307,
3526,Rogiedle,32-486,Azaliowa,436,18
3527,Abramów,33-946,Rycerska,432,
3528,Antoniny,93-217,Irysow,804,93
3529,Kramarzówka,74-536,Roz,153,37
3530,Balin,26-528,Olchowa,629,41
3531,Barchlin,82-650,Mlodosci,644,41
3532,Rogi,37-872,Rybacka,590,89
3533,Krzepczów,42-980,Tatarakow,959,64
3534,Ladzin,12-304,Szyprow,795,67
3535,Godziszka,57-495,Glogowa,456,
3536,Abisynia,71-946,Jabloniowa,124,
3537,Bajorski,37-823,Zurawinowa,357,47
3538,Balinka,63-387,Zurawinowa,733,50
3539,Bakaniuk,72-175,Debowa,590,
3540,Godziszowa,80-131,Rubinowa,930,37
3541,Lubianek,81-491,Akacjowa,835,45
3542,Antoniewko,27-848,Tulipanow,665,36
3543,Kupna,90-704,Biwakowa,89,91
3544,Rogalik,28-116,Zielona,336,
3545,Badulki,44-501,Zorzy,519,7
3546,Antoniewice,20-108,Panoramiczna,876,61
3547,Gorzyca,78-542,Zwirowa,295,52
3548,Krakowiany,94-867,Zlotych Klosow,67,99
3549,Kupce,92-991,Swiatowida,106,68
3550,Baciuty,34-413,Prosta,948,
3551,Leszkiemie,57-540,Malownicza,284,
3552,Rogatka,30-452,Szpitalna,191,72
3553,Rogalin,66-498,Bajkowa,247,
3554,Baldwinowice,17-196,Daktylowa,611,
3555,Annówka,85-659,Roz,744,
3556,Kramnik,10-216,Letnia,566,
3557,Bagienko,81-843,Wiklinowa,684,
3558,Banachy,50-331,Zbozowa,625,
3559,Antoniewko,59-914,Prosta,562,
3560,Bachus,94-564,Daleka,969,
3561,Lubatowa,93-725,Ulanska,783,12
3562,Rogi,83-276,Zwirowa,193,60
3563,Kupienin,61-529,Daktylowa,84,6
3564,Antonowo,97-278,Olchowa,248,
3565,Antoniewko,15-244,Wrzosow,517,
3566,Banie,40-496,Zlotych Klosow,197,
3567,Rogieniczki,19-112,Bliska,974,47
3568,Adamowice,48-839,Dobra,501,1
3569,Krajów,71-397,Blekitna,392,
3570,Lalkowy,33-209,Slupska,504,
3571,Krzepocinek,12-318,Malownicza,673,87
3572,Laskowiec,14-555,Slaska,157,
3573,Laskowice,26-451,Przyjazni,710,64
3574,Rogiedle,45-697,Jachtowa,375,62
3575,Godziszewo,49-815,Wesola,260,96
3576,Krapkowice,53-278,Jesionowa,218,
3577,Rogalinko,56-765,Debowa,973,17
3578,Kupienino,83-478,Blawatkow,599,
3579,Lubaszcz,51-522,Tradycji,206,
3580,Rogierówko,42-146,Szpitalna,196,
3581,Bagieniec,12-482,Papiernicza,908,13
3582,Krapkowice,57-923,Zacisze,193,94
3583,Barcice,40-115,Alabastrowa,124,38
3584,Bandysie,11-257,Roz,833,53
3585,Lubcz,13-121,Brzoskwiniowa,479,
3586,Lacka,79-390,Nasturcji,386,
3587,Gorzuchowo,67-341,Smiala ,192,4
3588,Adamka,29-196,Pocztowa,559,83
3589,Lamkowizna,92-713,Koronkowa,63,8
3590,Grabarka,51-939,Polna,230,31
3591,Grabianów,14-571,Dobra,84,
3592,Leszkiemie,74-417,Gęsia,929,
3593,Baczki,88-499,Wierzbowa,886,
3594,Lamkówko,34-943,Opalowa,299,6
3595,Bagdad,27-113,Azaliowa,588,
3596,Bajorski,58-786,Szkolna,830,35
3597,Adampol,97-976,Deszczowa,35,21
3598,Baliki,18-712,Pigwowa,489,
3599,Antoniew,44-899,Promykowa,995,60
3600,Ladorudz,30-375,Wodnika,66,
3601,Kupno,55-682,Projektantow,886,
3602,Adamczowice,76-927,Tkacka,665,
3603,Badulki,76-628,Szyprow,698,
3604,Barchów,50-695,Szkutnicza,861,6
3605,Antoniki,30-178,Przyjazni,379,
3606,Bañska,45-758,Wakacyjna,568,1
3607,Bachlawa,85-206,Tradycji,31,97
3608,Kupno,76-495,Rumiank�w,393,
3609,Lafajetowo,85-988,Stokrotek,136,
3610,Godziszowa,83-887,Jagodowa,796,
3611,Bajdyty,46-603,Modrzewiowa,351,
3612,Lubianka,87-829,Macierzy,274,12
3613,Baldram,19-148,Owsiana,870,73
3614,Leszkowice,82-470,Jeziorna,433,41
3615,Baliki,70-608,Zarnowiecka,336,
3616,Lubianka,84-112,Spacerowa,682,
